,Answer,Creation Date
44,"@maytham The solution by Maytham will work well. However, it will have a huge problem if you&#39;re trying to do with large data. Even if you do 1000 rows, it will create a problem, as it will make 1000 insert statement separately. I will just edit the third method by him and add my own input

    public function importCsv()
    {
        $file = public_path(&#39;file/test.csv&#39;);

        $customerArr = $this-&gt;csvToArray($file);
        $data = [];
        for ($i = 0; $i &lt; count($customerArr); $i ++)
        {
            $data[] = [
                &#39;column_name1&#39; =&gt; &#39;value&#39;,
                &#39;column_name2&#39; =&gt; &#39;value2&#39;,
                .. so..on..and..on
            ];
            //User::firstOrCreate($customerArr[$i]);
        }
        DB::table(&#39;table_name&#39;)-&gt;insert($data);
        return &#39;Jobi done or what ever&#39;;    
    }

This will call the database once to insert as many rows as you wish. Be it 1000, 100000 or whatever. 
*However, if you have a huge csv, this will be a problem too since you will be required to insert in chunks. Like in PostgreSQL, I have noticed that you can insert up to 65000 something rows in one statement. Maybe I am wrong about the number but there&#39;s a limit in every database and you need to look for that.*",2018-09-01 11:10:21
45,"&lt;sup&gt;I really wanted to find a use for pointer-to-member syntax for once, so...&lt;/sup&gt;

You can use pointer-to-member syntax with a set of overloaded helpers to let compiler choose the correct convertor:

```
struct Record
{
    int x;
    std::string y;
    double z;
    
    void readInput(std::istream&amp; in, int Record::*var)
    {
        std::string input;
        std::getline(in, input, &#39;|&#39;);
        this-&gt;*var = std::stoi(input);
    }
    
    void readInput(std::istream&amp; in, double Record::*var)
    {
        std::string input;
        std::getline(in, input, &#39;|&#39;);
        this-&gt;*var = std::stod(input);
    }
    
    void readInput(std::istream&amp; in, std::string Record::*var)
    {
        std::getline(in, this-&gt;*var, &#39;|&#39;);
    }
};
```

With this, the `operator &gt;&gt;` would look like this:
```
std::istream&amp; operator&gt;&gt;(std::istream&amp; in, Record&amp; r)
{
    r.readInput(in, &amp;Record::x);
    r.readInput(in, &amp;Record::y);
    r.readInput(in, &amp;Record::z);
    //no need to handle last value as special case as long as stream ends there and you don&#39;t care that it will be in fail() state afterwards
    return in;
}
```
[See it online](https://wandbox.org/permlink/7BAWI6UNC50LyXuT)

----------


It would be possible to just provide free functions, which take a reference instead of pointer to member, e.g.:
```
void readInput(std::istream&amp; in, int&amp; var)
{
    std::string input;
    std::getline(in, input, &#39;|&#39;);
    var = std::stoi(input);
}
```

with usage in `operator &gt;&gt;` like this:

    readInput(in, r.x);

**The core difference** between these two approaches is whether you want it to be usable only with `Record` or you will always want to read ints delimited by `|` from istreams. ",2020-11-16 11:45:35
46,"Here You go,
```
n = int(input(&quot;Input triangle height: &quot;))

for var in range(n-1, -1,-1):
    for i in range(0, n - var - 1):
        print(end=&quot; &quot;)
    for i in range(0, var + 1):
        print(&quot;*&quot;, end=&quot; &quot;)
    print()
```",2020-11-16 11:45:33
47,"  




@Override
public void onViewCreated(@NonNull View view,@Nullable Bundle savedInstanceState) 
{


       DocumentReference docRef = db.collection(&quot;users&quot;).document(user.getUid());

        docRef.addSnapshotListener(new EventListener&lt;DocumentSnapshot&gt;() {
            @Override
            public void onEvent(@Nullable DocumentSnapshot value, @Nullable FirebaseFirestoreException error) {
                if(error!=null) {
                    System.err.println(&quot;Listen Failed:&quot; + error);
                    return;
                }
                if(value != null &amp;&amp; value.exists()) {
                    //Here I should assign what I get from DB to Layout??
           //TODO you update your respected data here with the help of defining a method.
                } else {
                    System.out.print(&quot;curent data: null&quot;);
                }
            }
        });

}

Or want to learn about this check on this tutorial--
https://www.zoftino.com/firebase-cloud-firestore-databse-tutorial-android-example",2020-11-16 11:45:33
48,"Try to add `skipLibCheck` option to your tsconfig.json

```
{
  &quot;compilerOptions&quot;: {
    ....
    &quot;skipLibCheck&quot;: true
  }
}
```

Please note that it is just a workaround, I have encountered same issue when I try to rebuild the docker image on the DockerHub without any code changed.",2020-11-16 11:45:33
49,"

You can add to the **packagingOptions** block with in the **android** block in your application **build.gradle**,

```
android {
    compileSdkVersion 29
    defaultConfig {
        applicationId &quot;abcd.efgh.com.x&quot;
        minSdkVersion 22
        targetSdkVersion 29
        versionCode 29
        versionName &quot;1.9.2&quot;
    }
    packagingOptions {
        exclude &#39;META-INF/DEPENDENCIES&#39;
        exclude &#39;META-INF/LICENSE&#39;
        exclude &#39;META-INF/LICENSE.txt&#39;
        exclude &#39;META-INF/license.txt&#39;
        exclude &#39;META-INF/NOTICE&#39;
        exclude &#39;META-INF/NOTICE.txt&#39;
        exclude &#39;META-INF/notice.txt&#39;
        exclude &#39;META-INF/ASL2.0&#39;
    }
}
```",2020-11-16 11:40:21
50,"
    n = int(input(&quot;Input triangle height: &quot;))
    
    for var in range(n, 0, -1):
        for i in range(n - var):
            print(end=&quot; &quot;)
        for i in range(2*var -1):
            print(&quot;*&quot;, end=&quot; &quot;)
        print()",2020-11-16 11:45:24
51,"CDN will be switched off on February 25, 2021.

This will impact your project only if you rely on TinyMCE CDN to include TinyMCE in your project (https://cdn.tinymce.com/, https://cloud.tinymce.cloud/ or https://cdn.tiny.cloud/)

You can still continue to use TinyMCE by hosting it yourself on your server or by using a third party CDN (for instance: https://cdnjs.com/libraries/tinymce/4.9.11)

End of support for TinyMCE 4 is December 31, 2020. This means no new version of TinyMCE 4 will be released after this date.",2020-11-16 11:45:20
52,"To start from scratch first do some cleanup:

- remove `android:backgroundTint` from button layout
- remove `android:style` from button layout
- go to manifest and change theme setup to non-material now (more in this [answer][1])

With such setup you can start to experiment with `android:background`.


  [1]: https://stackoverflow.com/a/64839917/905414",2020-11-16 11:45:19
53,"```
l = []

m = input(&quot;Number: &quot;)

for i in range(m)
    l.append([])

    x = x + 1
    y = y + 1
    z = z + 1
    l[i].append(x)
    l[i].append(y)
    l[i].append(z) 
print(l)
```",2020-11-16 11:41:37
54,"Well. I have met this question 2 days ago. And since performed research about this matter. I was looking for a solution that would allow me to be able to run application with different profiles passed as a system property on the application run like:

    java -Denv=local-dev-env -jar java-app.jar

The only appropriate solution I was able to find is to follow the oficial documentation testing guide:
https://dagger.dev/dev-guide/testing 
and devide my one module into different modules, in particular I had to separate and substitute data base dependency when I want to run my app locally avoiding connection to real DB and executing any command against real DB. 
And when I run my app I perform check on system property like:

    public boolean isLocalDevEnv() {
    		return Environments.LOCAL_DEV.envName.equals(System.getProperty(&quot;env&quot;, Environments.PRODUCTION.envName));
    	}

and if the system property DOES NOT contain the property I am looking for, then I 
create the PRODUCTION instance of my component (that is configured to use production modules):

    DaggerMyAppComponent.create()

Which approximately looks like:

    @Component(modules = {MyAppModule.class, DaoModule.class})
    @Singleton
    public interface MyAppComponent {...}
    
otherwise, I create loca-dev-env version of the component that uses the version of the module that produces mock of Dao that would be creating real connection to real Data Base otherwise:

    DaggerMyAppLocalDevEnvComponent.create()

Which approximately looks like:

    @Component(modules = {MyAppModule.class, DaoMockModule.class})
    @Singleton
    public interface MyAppLocalDevEnvComponent {...}

Hope it was clear, so just think of Spring Profiles for dagger 2 from the perspective of system properties and programmatic decision making. This approach definitely requires ALOT of boilerplate code in comparison to Spring&#39;s Profiles implementation, but it is the only viable approach I was able to come up with.

Hope it helps.


",2020-11-16 11:38:08
55,"What you are looking for is simple [inheritence][1].
You describe the features you need in a base class and mark them (and the class) [abstract][2]. This enforces you to override it in all non abstract derived classed.

Base class:

    public abstract class BaseUnit : MonoBehaviour
    {
        protected abstract float movementSpeed { get; } // force every deriving class to provide a movement speed
        [SerializeField] private bool isMoving;

        void Start()
        {
            isMoving = true;
        }

        void Update()
        {
            if (isMoving)
            {
                Movement();
            }

        }

        public void Movement()
        {
            Vector3 direction = new Vector3(1.0f, 0.0f, 0.0f);
            transform.position += Time.deltaTime * movementSpeed * direction;

        }
    }


Derived class Archer: 

    public class Archer : BaseUnit
    {
        protected override float movementSpeed =&gt; 3F;
    }

Also note that you cannot create `MonoBehaviours` using the `new` keyword. You have to use `AddComponent&lt;T&gt;` to create or `GetComponent&lt;T&gt;` to retrieve them ([see documentation][3]).


  [1]: https://docs.microsoft.com/de-de/dotnet/csharp/tutorials/inheritance
  [2]: https://docs.microsoft.com/de-de/dotnet/csharp/language-reference/keywords/abstract
  [3]: https://docs.unity3d.com/Manual/class-GameObject.html",2020-11-16 11:38:33
56,"&gt; How is this possible?

You are using `TO_CHAR` on a date data type to convert it to a string data type and then the filter is: 

```
{string value} BETWEEN {string value} AND {string value}
```

So the SQL parser performs an alpha-numeric comparison of the values and the lower bound starts `22` and `23.06.2014` is greater as the first characters of the string are the same and then the second character is compared and `2` &lt; `3` so `&#39;22.10.2015 23:59:59&#39;` &lt; `&#39;23.06.2014&#39;` when compared as a string. Similarly, the upper bound starts with `23.1` and the first 3 characters are the same and then `0` &lt; `1` for the 4th character so `&#39;23.06.2014&#39;` &lt; `&#39;23.10.2015 23:59:59&#39;` (again, when compared as a string). So the filter returns true as the string value is between the upper and lower bounds.

How to solve this:

Don&#39;t compare the values as strings; compare them as dates.

``` sql
AND ses_date BETWEEN DATE &#39;2015-10-22&#39; + INTERVAL &#39;23:59:59&#39; HOUR TO SECOND
             AND     DATE &#39;2015-10-23&#39; + INTERVAL &#39;23:59:59&#39; HOUR TO SECOND
```

or

``` sql
AND ses_date BETWEEN TIMESTAMP &#39;2015-10-22 23:59:59&#39;
             AND     TIMESTAMP &#39;2015-10-23 23:59:59&#39;
```

or

``` sql
AND ses_date BETWEEN TO_DATE( &#39;22.10.2015 23:59:59&#39;, &#39;DD.MM.YYYY HH24:MI:SS&#39; )
             AND     TO_DATE( &#39;23.10.2015 23:59:59&#39;, &#39;DD.MM.YYYY HH24:MI:SS&#39; )
```

*(Note: these will return values from including `2015-10-22 23:59:59`.)*

If you only want values that are at any time on `2015-10-23` then:

``` sql
AND ses_date &gt;= DATE &#39;2015-10-23&#39;
AND ses_date &lt;  DATE &#39;2015-10-24&#39;
```
",2020-11-16 11:44:57
57,you can use the CSS property position:fixed on the div in which you have placed your paragraph,2020-11-16 11:44:47
58,"&gt; How does parentMove access child.parent.x and child.parent.y?

It doesn&#39;t know about the child part. It doesn&#39;t matter if a Parent object is declared as a stand-alone object or as a member of Child, same thing applies in either case.

&gt; How does type casting work here?

Poorly... you have implemented inheritance incorrectly if you have to cast to the base class from the caller side. It would seem that `Child` should have implemented its own `move` that takes a `Child*` as parameter, if only to make it a wrapper to the parent. 

",2020-11-16 11:44:42
59,"I want to ask a question;
user has a session that continues after midnight. Thus, 2 sessions were created. But the visit numbers of these sessions are not equal.Why ? I think , visitnumber must be equal.",2020-11-16 11:44:40
60,"Thanks to @Luis Miguel Mej&#237;a Su&#225;rez&#39;s help. Here&#39;s what I have done so far: added an Observer implementation and a promise. Thanks to this post: https://stackoverflow.com/questions/45531210/scala-script-wait-for-mongo-to-complete-task . That&#39;s what I have now:

        val mongoClient: MongoClient = MongoClient(&quot;mongodb://localhost&quot;)
        val database: MongoDatabase = mongoClient.getDatabase(&quot;mydb&quot;)
        val collection: MongoCollection[MongoDocument] = database.getCollection(&quot;user&quot;)
    
        val doc: MongoDocument = MongoDocument(&quot;name&quot; -&gt; &quot;MongoDB&quot;, &quot;type&quot; -&gt; &quot;database&quot;,
          &quot;count&quot; -&gt; 1, &quot;info&quot; -&gt; MongoDocument(&quot;x&quot; -&gt; 203, &quot;y&quot; -&gt; 102))
        val observable: Observable[Completed] = collection.insertOne(doc)
    
        val promise = Promise[Boolean]
        observable.subscribe(new Observer[Completed] {
    
          override def onNext(result: Completed): Unit = println(&quot;Inserted&quot;)
    
          override def onError(e: Throwable): Unit = {
            println(&quot;Failed&quot;)
            promise.success(false)
          }
    
          override def onComplete(): Unit =  {
            println(&quot;Completed&quot;)
            promise.success(true)
          }
        })
    
        val future = promise.future
        Await.result(future, Duration(5, java.util.concurrent.TimeUnit.SECONDS))
    
        mongoClient.close()

Generally speaking, it works in most cases. Though, I didn&#39;t handle the case with `insertMany` method where the program has to wait for the last element insertion. My realization does not work properly with this.

P.S. Turns out `insertMany` also works fine with this example, I just tested it with the wrong data.",2020-11-16 11:20:49
61,"I&#39;d check out [Prisma][1] – a type-safe ORM for Node.js and TypeScript. 

Since you mentioned &quot;Clean understanding code&quot;, it&#39;s worth mentioning that Prisma uses the Prisma schema as a declarative source of truth for your database schema and generating the actual database access code. This approach has the advantage of not needing to define model classes, thereby reducing the amount of code you write.

For more information on Prisma&#39;s approach to ORMs, [check this article out][2].


  [1]: https://www.prisma.io
  [2]: https://www.prisma.io/docs/concepts/overview/prisma-in-your-stack/is-prisma-an-orm",2020-11-16 11:44:33
62,"It&#39;s possible to implement the check using **spring actuator** + `curl` + `grep`. 

The pipeline:

```yaml
check-spring-actuator-health:
  image: curlimages/curl
  stage: Health Ckeck
  script:
# exit with error if actuator/health doesn&#39;t return &#39;UP&#39;
    - curl $ACTUATOR_HEALTH_URL | grep &quot;{\&quot;status\&quot;:\&quot;UP\&quot;}&quot; || ( echo Helth Check Failed Actuator=$ACTUATOR_HEALTH_URL &amp;&amp; exit 2; )
```

This step fails it the actruator/health URL isn&#39;t available or returns anything but `{&quot;status&quot;:&quot;UP&quot;}`",2020-11-16 11:12:02
63,"Example below demonstrate how to use the `DataGrid` to display list of students.

**MainWindow.xaml:**

    &lt;Window ...&gt;
        &lt;Grid&gt;
            &lt;Grid.Resources&gt;
                &lt;Style TargetType=&quot;DataGridCell&quot;&gt;
                    &lt;Style.Triggers&gt;
                        &lt;Trigger Property=&quot;DataGridCell.IsSelected&quot; Value=&quot;True&quot;&gt;
                            &lt;Setter Property=&quot;Background&quot; Value=&quot;#C0AAEA&quot; /&gt;
                        &lt;/Trigger&gt;
                    &lt;/Style.Triggers&gt;
                &lt;/Style&gt;
            &lt;/Grid.Resources&gt;

            &lt;Grid.RowDefinitions&gt;
                &lt;RowDefinition Height=&quot;*&quot; /&gt;
                &lt;RowDefinition Height=&quot;Auto&quot;/&gt;
            &lt;/Grid.RowDefinitions&gt;
        
            &lt;DataGrid x:Name=&quot;DataGrid1&quot; AutoGenerateColumns=&quot;False&quot; ColumnWidth=&quot;*&quot; CanUserAddRows=&quot;True&quot; &gt;
                &lt;DataGrid.Columns&gt;
                    &lt;DataGridTextColumn Header=&quot;Name&quot; Binding=&quot;{Binding Name}&quot;/&gt;
                    &lt;DataGridTextColumn Header=&quot;Age&quot; Binding=&quot;{Binding Age}&quot;/&gt;                
                &lt;/DataGrid.Columns&gt;
            &lt;/DataGrid&gt; 
        
            &lt;Button Grid.Row=&quot;1&quot; Content=&quot;Add New Row&quot; HorizontalAlignment=&quot;Left&quot;  VerticalAlignment=&quot;Center&quot; Margin=&quot;10&quot; Padding=&quot;5&quot; Click=&quot;AddRow&quot;/&gt;
        
        &lt;/Grid&gt;
    &lt;/Window&gt; 

**MainWindow.xaml.cs**

    public partial class MainWindow : Window
    {
        ObservableCollection&lt;Student&gt; Students = new ObservableCollection&lt;Student&gt;() { new Student(&quot;Stiv&quot;, &quot;20&quot;), new Student(&quot;John&quot;, &quot;21&quot;) };
    
        public MainWindow()
        {
            InitializeComponent();
            DataGrid1.ItemsSource = Students;
        }       
             
        private void AddRow(object sender, RoutedEventArgs e)
        {
            // Add a new item to the collection
            Students.Add(new Student(&quot;William&quot;, &quot;20&quot;));

            // Select the last added item in the DataGrid1
            DataGrid1.SelectedIndex = DataGrid1.Items.Count - 1; 
        }
    }

The Student class definition:

    public class Student : INotifyPropertyChanged
    {
        private string _name;
        private string _age;
    
        public Student(string name, string age)
        {
            _name = name;
            _age = age;
        }
    
        public string Name
        {
            get { return _name; }
            set
            {
                if (_name != value)
                {
                    _name = value;
                    NotifyPropertyChanged(&quot;Name&quot;);
                }
            }
        }
    
        public string Age
        {
            get { return _age; }
            set
            {
                if (_age != value)
                {
                    _age = value;
                    NotifyPropertyChanged(&quot;Age&quot;);
                }
            }
        }
    
        #region INotifyPropertyChanged Members
    
        public event PropertyChangedEventHandler PropertyChanged;
        private void NotifyPropertyChanged(String info)
        {
            PropertyChanged?.Invoke(this, new PropertyChangedEventArgs(info));
        }
        #endregion
    }

",2020-11-16 11:26:01
64,there is the anwser of google IMA team：https://groups.google.com/g/ima-sdk/c/d9ZpHFrFZlY,2020-11-16 11:44:15
65,"Have the same issue with the official and unofficial clients.
Get a 200 Response but completly emtpy.
Have you figured it out?

Have tried:
 - coinbase_python - Python wrapper for the Coinbase API (supports both OAuth2 and api key authentication)
 - coinbase_python3 - Python3 wrapper for the Coinbase API (supports both OAuth2 and api key authentication)
 - pycoinbaseapi - Unofficial fork from the coinbase_python3 api",2020-11-16 11:44:12
66,"Just reverse the outer loop, like so:
```
n = int(input(&quot;Input triangle height: &quot;))

for var in range(n-1, -1, -1):
    for i in range(0, n - var - 1):
        print(end=&quot; &quot;)
    for i in range(0, var + 1):
        print(&quot;*&quot;, end=&quot; &quot;)
    print()
```
The original range, `range(0, n)`, produces the sequence `0` through `n-1`.  The new range, `range(n-1, -1, -1)`, produces the sequence `n-1` through `0`.",2020-11-16 11:43:59
67,"I don&#39;t have an iOS device so let me know if this testing code works for sequential playback...

    &lt;!DOCTYPE html&gt;
    &lt;html&gt;
    &lt;body&gt;
    
    &lt;video id=&quot;firstVideo&quot; crossOrigin=&quot;anonymous&quot; webkit-playsinline playsinline style=&quot;display:none&quot; preload=&quot;auto&quot;&gt;
       &lt;source src=&quot;videos/video1.mp4&quot; type=&#39;video/mp4&#39;&gt;
    &lt;/video&gt;
    
    &lt;video id=&quot;secondVideo&quot; crossOrigin=&quot;anonymous&quot; webkit-playsinline playsinline style=&quot;display:none&quot; preload=&quot;auto&quot;&gt;
        &lt;source src=&quot;videos/video2.mp4&quot; type=&#39;video/mp4&#39;&gt;
    &lt;/video&gt;
    
    &lt;br&gt; &lt;br&gt;
    &lt;button onclick=&quot;vidPlay()&quot;&gt; Test Play &lt;/button&gt;
    
    
    &lt;script type=&#39;text/javascript&#39;&gt;
    
    const vid1 = document.getElementById(&#39;firstVideo&#39;);
    const vid2 = document.getElementById(&#39;secondVideo&#39;);
    
    vid1.addEventListener(&#39;ended&#39;, myVidEnd_Handler, false);
    
    function vidPlay()
    {
        vid1.play(); //# play first vid
        vid2.play(); vid2.pause(); //# temp trigger playback with immediate pause
    }
    
    function myVidEnd_Handler(e) 
    {  vid2.play(); }
    
    &lt;/script&gt;
    &lt;/body&gt;
    &lt;/html&gt;",2020-11-16 11:43:58
68,"It seems to me that your schema only requires the following (FK constraints and surrogate ids omitted for brevity)...

    CREATE TABLE tree_groups
    (tree_group VARCHAR(12) NOT NULL PRIMARY KEY);

    CREATE TABLE tree_species
    (tree_group VARCHAR(12) NOT NULL
    ,species VARCHAR(50) NOT NULL PRIMARY KEY
    );
    
    CREATE TABLE forest
    (forest_name VARCHAR(20) NOT NULL PRIMARY KEY
    ,tree_group VARCHAR(12) NOT NULL
    );
    
    CREATE TABLE forest_tree
    (forest_name VARCHAR(50)
    ,species VARCHAR(50)
    );",2020-11-16 11:43:57
69,"Take a look [here](https://stackoverflow.com/a/9848317/5533075).

`reset()` function is waiting for a variable reference, instead you are passing it a **function result**. 
&lt;br&gt;For more info see [php reset docs](http://www.php.net/reset)

You can, extract the result of the function and then pass it to `reset()` as shown below.


    $select = $sql -&gt; select(array(
      &#39;table&#39; =&gt; &#39;news&#39;,
      &#39;join&#39; =&gt; array(&#39;table&#39; =&gt; &#39;story&#39;, &#39;where&#39; =&gt; &#39;id = post_id&#39;),
      &#39;where&#39; =&gt; array(&quot;id = $id&quot;, &#39;or&#39;, &quot;url = $id&quot;)
    ))
    $var = reset($select);

Then the other one:

    $select1 = $sql-&gt;select(array(
                 &#39;table&#39;      =&gt; &#39;news&#39;,
                 &#39;where&#39;      =&gt; $where
                ));
    $query = reset($select1);

&lt;hr&gt;
**PHP live demo**

* [correct](https://ideone.com/mNRkta)
* [incorrect](https://ideone.com/sj0f1D)",2020-06-01 18:33:40
70,"What you really seem to need is `between/3`. Like this:

```
?- between(0, 4, X).
X = 0 ;
X = 1 ;
X = 2 ;
X = 3 ;
X = 4.

?- forall(between(0, 4, X), format(&quot;~w~n&quot;, [X])).
0
1
2
3
4
true.
```

`between/3` is a built-in. It is relatively difficult to program is yourself and cover all edge-cases.",2020-11-16 11:43:47
71,"I had a similar problem in VS2019, I moved laptops and it refused to authenticate despite me deleting and changing the credentials using credentials manager. I&#39;m linked to a repository in Assembla and In the team explorer window under repository settings I noticed that there&#39;s a tick box to override the global user name and email settings, which were different from my Assembla login.",2020-11-16 11:43:27
72,"If you want to disable all warnings that meet some condition, keeping all other warnings, for all tests:

    const originalWarn = console.warn.bind(console.warn)
    beforeAll(() =&gt; {
      console.warn = (msg) =&gt; 
        !msg.toString().includes(&#39;componentWillReceiveProps&#39;) &amp;&amp; originalWarn(msg)
    })
    afterAll(() =&gt; {
      console.warn = originalWarn
    })

&lt;hr&gt;

[React codebase](https://github.com/facebook/react/blob/66a474227b18c76eb2f7c24108227e8628502f8c/packages/react/src/__tests__/createReactClassIntegration-test.js#L555) also contains `expect(render(...)).toWarnDev(...)`, but that&#39;s not included in [Jest documentation](https://jestjs.io/docs/en/expect), you might need to investigate more if you want to use that feature.
",2019-11-10 16:06:00
73,"In general, I know that using RegionUtil will make your life easier because its an easy-to-use class, but it is very CPU-intensive. Always try to use, whenever is possible,  cellstyle to do these kind of procedures. It is better to make your own method for setting the table border rather than use RegionUtils.",2020-11-16 11:43:18
74,"I&#39;d suggest you store tab-button details in an array like that


    const TAB_BUTTONS = [
      {
        title: &#39;Cash&#39;,
        color: &#39;&#39;,
        style: {
          /** ... */
        },
      },
      {
        title: &#39;Coupons&#39;,
        color: &#39;&#39;,
        style: {
          /** ... */
        },
      },
      {
        title: &#39;Points&#39;,
        color: &#39;&#39;,
        style: {
          /** ... */
        },
      },
    ];
    
    class Wallet extends Component {
      render() {
        return (
          &lt;View style={styles.container}&gt;
            {/* ... */}
            &lt;AppTabButton buttons={TAB_BUTTONS} style={styles.tabButton} /&gt;
          &lt;/View&gt;
        );
      }
    }
    
    class AppTabButton extends React.Component {
      constructor() {
        this.state = {
          activeIndex: 0,
        };
      }
    
      render() {
        const { buttons } = this.props;
        const { activeIndex } = this.state;
        return (
          &lt;View&gt;
            {buttons.map(({ title, color, style }, index) =&gt; (
              &lt;TouchableOpacity
                style={activeIndex === index ? activeStyle : style}
                onPress={() =&gt; {
                  this.setState({ activeIndex: index });
                }}
              &gt;
                &lt;Text style={[styles.btnTxt, { color }]}&gt;{title}&lt;/Text&gt;
              &lt;/TouchableOpacity&gt;
            ))}
          &lt;/View&gt;
        );
      }
    }



I&#39;d recommend you take a look at [this npm module][1]


  [1]: https://www.npmjs.com/package/react-native-tab-view",2020-11-16 11:43:17
75,"You could do this in XAML using a [`MultiBinding`][1] and a [converter][2]. A multi binding allows you to bind multiple values and convert it to a single value for the target property. In your case, you would bind the three enabled state properties and and do a boolean AND as conversion.

The following multi-value converter returns `true`, if all passed values are `true`, otherwise `false`.

```
public class BooleanAndConverter : IMultiValueConverter
{
   public object Convert(object[] values, Type targetType, object parameter, CultureInfo culture)
   {
      return values.Cast&lt;bool&gt;().All(value =&gt; value);
   }

   public object[] ConvertBack(object value, Type[] targetTypes, object parameter, CultureInfo culture)
   {
      throw new InvalidOperationException();
   }
}
```

In your XAML, you would bind the `IsEnabled` property for button A like this:

```
&lt;Button 
   x:Name=&quot;Button_A&quot;
   Click=&quot;Button_A_Click&quot;
   Content=&quot;Run&quot;
   HorizontalAlignment=&quot;Left&quot;
   VerticalAlignment=&quot;Center&quot;
   Width=&quot;80&quot;
   Height=&quot;25&quot;
   Margin=&quot;135,0,0,0&quot;
   FontSize=&quot;10&quot;
   FontWeight=&quot;Light&quot;
   Background=&quot;{StaticResource CalculationsButtonColor}&quot;
   BorderBrush=&quot;{StaticResource CalculationsButtonColor}&quot;
   Grid.Column=&quot;3&quot;
   Grid.Row=&quot;4&quot;
   Cursor=&quot;Hand&quot;&gt;
   &lt;Button.IsEnabled&gt;
      &lt;MultiBinding&gt;
         &lt;MultiBinding.Converter&gt;
            &lt;local:BooleanAndConverter/&gt;
         &lt;/MultiBinding.Converter&gt;
         &lt;Binding Path=&quot;EnableButtonB&quot;/&gt;
         &lt;Binding Path=&quot;EnableButtonC&quot;/&gt;
         &lt;Binding Path=&quot;EnableButtonD&quot;/&gt;
      &lt;/MultiBinding&gt;
   &lt;/Button.IsEnabled&gt;
&lt;/Button&gt;
```

You could also bind the the `IsEnabled` properties of the other buttons directly, e.g:

```
&lt;Binding Path=&quot;IsEnabled&quot; ElementName=&quot;Button_B&quot;/&gt;
```

By the way, you could do the same using a `MultiDataTrigger`, but that would require creating a separate button style, which is more verbose and unnecessary.

  [1]: https://docs.microsoft.com/en-us/dotnet/api/system.windows.data.multibinding?view=net-5.0
  [2]: https://docs.microsoft.com/en-us/dotnet/api/system.windows.data.imultivalueconverter?view=net-5.0",2020-11-16 11:43:12
76,"You can use list comprehensions for this problem as it will solve it in only two lines.
Code-

    n = int(input(&quot;Enter the range of the list:\n&quot;))
    l1 = [i for i in range(n)] #Creates list of numbers in the range 0 to n
    if __name__ == &quot;__main__&quot;:
        print(l1)
Thank you.

 ",2020-09-07 19:36:53
77,"I personnaly had this problem in a procedure.
If you dont want to `alter table` you can try to convert your parameter into the procedure .
I&#39;ve try sevral use of collate (with a set into the select) but none works for me.


`CONVERT(my_param USING utf32) ` did the trick.


",2020-11-16 11:42:59
78,"Openstack and OVS are 2 different processes, which communicates via openflow rules. That is using neutron plugin which is used in OpenStack needs to configured for the ports in use. In OVS one needs to start with controller IP `openstack neutron controller`. Hence changes are listed as 

 1. use neutron or similar plugin for network configuration.
 2. updated the neutron plugin config file for desired ports for OVS.
 3. OVS vswitchd is started with IP address of controller.

Note: OVS binary needs to be build with DPDK libraries for having DPDK support. Do not expect by installing DPDK on the distro the OVS binary will become DPDK supported.",2020-11-16 11:42:51
79,"Yeah you were right I tried it out with a `useEffect` in a example. The docs say that `useEffect` runs after completion of each render and so your words are correct and explain it better.

You can checkout a [working codesandbox example here][1] 

My code :

```
import React, { useEffect, useState } from &quot;react&quot;;

const App = () =&gt; {
  const [val, setVal] = useState(0);

  useEffect(() =&gt; {
    console.log(&quot;started&quot;);
    console.log(&quot;changed the val to =&gt;&quot;, val);
  }, [val]);

  const changehandler = () =&gt; {
    setVal(2);
  };

  return (
    &lt;&gt;
      &lt;h1&gt;bla cool&lt;/h1&gt;
      &lt;button onClick={changehandler}&gt;change&lt;/button&gt;
      &lt;h1&gt;{val}&lt;/h1&gt;
    &lt;/&gt;
  );
};

export default App;

```

Here I console log &quot;started&quot; in the `useEffect` with a dependency of `val` and it gets logged when the app loads.

  [1]: https://codesandbox.io/s/thirsty-leaf-gefwy?file=/src/App.js",2020-11-16 11:42:48
80,"The issue has been reported on [issuetracker][1] platform, which says that: 

&gt; The Prompt will not be visible by default once BigQuery UI&#39;s &#39;V2 Beta&#39;
&gt; version is launched in November.

I will recommend you to [subscribing the issue][2] by starring it. When you star an issue, you receive email notifications about any upcoming chnages. Additionally, keep track of the latest BigQuery releases [here][3].

  [1]: http://issuetracker.google.com/issues/170626505
  [2]: https://developers.google.com/issue-tracker/guides/subscribe#subscribing_by_starring_an_issue
  [3]: https://cloud.google.com/bigquery/docs/release-notes",2020-11-16 11:42:39
81,"As the error is saying, you need to pass a string not a 0.
Then, you wonder : what string should I pass ?

If you follow @pault advice, and printSchema, you will actually know what are the corresponding keys to your values in the list.

Here is the documentation of getItem, helping you figure this out. [![enter image description here][1]][1]


  [1]: https://i.stack.imgur.com/67fWk.png


Another way to know what to pass, is to simply pass any string, you could type:

```
production_target_datasource_df.withColumn(&quot;newcol&quot;,production_target_datasource_df[&quot;Services&quot;].getItem(&#39;0&#39;))
```

and the logs will tell you what keys were expected.

Hope this helps ;)
",2020-11-13 16:44:56
