,Title,Content,Creation Date
77,Difference between list += ‘string’ and list +=[‘string’],"I have a question about the difference between list += ‘string’ and list +=[‘string’]. I mistook input a command in Python as:
```
Completedlist = []
Completedlist += ‘bob’
```
Which will return:
```
[&#39;b&#39;, &#39;o&#39;, &#39;b&#39;]
```
I am not quite sure about why this happens.
Besides, is there any difference between += and append in this scenario? I mean between completedlist.append(‘bob’) and completedlist += [‘bob’]. 
Thank you in advance for your help. 

",2020-11-15 18:24:03
78,How to I use bitwise operators to compare two unsigned integers?,"How do I go about in using bitwise operators to see which is the greater of two unsigned integers, without using any arithmetic operators or comparison operators?",2020-11-14 17:40:21
79,Spyder 4.1.4 seemingly &quot;squished&quot; some lines together with a jumbled line number and an irrelevant error,"Firstly, my apologies for the terrible title. I have no idea how to better describe this. 

My configuration:

 - **OS:** Ubuntu 20.10
 - **IDE:** Spyder 4.1.4
 - **Environment:** Anaconda 2020.07
 - **Computer:** Lenovo Thinkpad X260

I&#39;m writing some code to read and analyze a subset of monochromatic .tiff images (chosen via the value of a number in the file name) from a single folder. I am also fairly new to Spyder, and tried to tinker with the options for a bit; I noticed the issue only after I switched &quot;Rendering engine&quot; in Advanced Settings to &quot;Automatic&quot; from &quot;Software&quot; and then restarted Spyder. I do not know what this does but I thought it might aid with performance. I am unsure as to whether or not it might have caused the issue.

The problem itself
-------------------

My code appears to have jumbled multiple, empty save for 1, lines into a single line. Up to line 46, the line numbers are fine, but then there is a line where the line number is jumbled/garbled, and thereafter the line count skips to 51. When the problematic line is highlighted, it displays 50 as the line number. 

[The jumbled line number.][1] | | [The problematic line, highlighted.][2]

The line itself also throws an irrelevant, seemingly misplaced error:

    *runfile(&#39;/home/USER/Documents/AST325/Lab 2/lab2.py&#39;, wdir=&#39;/home/USER/Documents/AST325/Lab 2&#39;)
      File &quot;/home/USER/Documents/AST325/Lab 2/lab2.py&quot;, line 47
        ￼
        ^
    SyntaxError: invalid character in identifier

(I&#39;ve substituted ```USER``` for my actual username.)

The .tiff files do have a hyphen in their name (which I plan to fix in short order), but they have not been called anywhere in the program at this point and I have ensured that every instance of a hyphen is inside a string (explicitly, or via ```str()``` ) so I do not know the reason why this occurs. 

Code and questions
----------------

Here is all of the relevant code:

    import numpy as np
    from matplotlib import pyplot as plt
    import matplotlib.image as mpimg
        # from viewImage.py
    import os
    
    #%% Dataset Import
    def ImportDataset():
        &quot;&quot;&quot;
        Our datastreams are recorded in 9 different datasets: xrayN-000...
        for N = 1 through 6, and noxrayN-000... for N=1,4,6. Ellipses are
        numbers, 00-50.
        &quot;&quot;&quot;
        print(&quot;Import which dataset?&quot;)
        number = input()
        print (&quot;xray set? (y/n)&quot;)
        print(&quot;(&#39;n&#39; returns a dataset without xray exposure.)&quot;)
        print(&quot;Xray-less datasets are available for sets 1, 4 and 6.&quot;)
        # self explanatory
        yes_xray = input()
        if yes_xray == &quot;y&quot;:
            fname = &quot;xray&quot; + str(number) + &quot;-000&quot;
        elif yes_xray == &quot;n&quot;:
            fname = &quot;noxray&quot; + str(number) + &quot;-000&quot;
        else:
            print (&quot;Incorrect input.&quot;)
            ImportDataset()
        return str(fname)
    
    fname = ImportDataset() # We call this to set part of the filename.
    
    #%% Displaying A Single TIFF Image
    
    ￼
    ￼
    ￼
    print(&quot;Pick a number 00-50. Write a 0 for a number between 0 and 10.&quot;)
The last line is the problematic line. Notably, copying and pasting the code directly here does display the empty lines (47-49) absent from the Spyder GUI itself. Line 46, between the problematic ```print(...)``` line and the cell header ( ```#%%``` line) is empty in Spyder as well.

 I wanted to, at the least, document this phenomenon since I was unable to find any other reference to it. [Click here to see a cropped screenshot of my view in Spyder.][3] I have not extensive tinkering since I wanted to accurately document the conditions under which the bug occurred at first.

Here are my main questions:

**1. Is it known what I could do I fix this and restore normal behavior to Spyder? Reverting the rendering engine to &quot;Software&quot; and restarting Spyder did not work.**

**2. What does the &quot;software rendering&quot; option (in Tools -&gt; Preferences -&gt; General -&gt; Advanced Settings) do, roughly speaking, and can I expect performance gains from its options?**

**3. Is the reason for the ```invalid character in identifier``` error evident anywhere in my code?**

Thank you for taking the time to read, and please don&#39;t hesitate to recommend a better title or ask for clarifications. I&#39;m quite new to coding and hope this was a sufficiently comprehensive post.

  [1]: https://i.stack.imgur.com/JEYCH.png
  [2]: https://i.stack.imgur.com/qWvv8.png
  [3]: https://i.stack.imgur.com/5Kj86.png",2020-11-15 18:38:52
80,How can i run a while statement indipendanly to the rest of my code,"i&#39;ve tried to thread but it gets stuck. is there any way to run the while independently to the rest of the code? 
the threading just stops when i ask for a variable
i have tried:

     while 1==1:
        print(&quot;hello&quot;)
    ohola=input()
    if ohola==1:
        print(&quot;ohola&quot;)

both of them running to gether so if i type 1 then it prins ohola and then goes back to lots of hello
also if any variables can be carried over that would be the best way of doing things. ",2020-11-15 18:38:51
81,server-side controlled timer delay until client side animation ends,"I developed an online multiplayer cards game. I want to add a time limit for each player to make a move.
I have the following issue :
The server app is coded in Java while the client side is based on JavaScript.
Once the game starts, the server starts counting time but on the client side, the animation for dealing cards prevents the user from taking action.
I want to delay the counting until the animation has finished on the client side
I don&#39;t want to base my logic on some sort of message from the client to the server once the animation ends because I am worried about the times when the client gets disconnected in the middle of the animation and thus the game will never resume.
Any ideas on how to do that please ? Your help is much appreciated.
Thanks",2020-11-15 18:38:51
82,Accordion navigation open and close on mouseover/mouseleave jQuery,"I&#39;m using the jQuery accordion plugin and I need help with my accordion menu, the menu displays submenu links on `mouseover` but closes the main links only after hover on another main link. I want the sub links to show when I hover the mouse over but also to hide after moving the mouse out of the main link.  
I would appreciate your help. See code below:

Here is the HTML

        &lt;head&gt;
    	&lt;title&gt;Accordion Test&lt;/title&gt;
    	
    	&lt;link rel=&quot;stylesheet&quot; href=&quot;accordionDemo.css&quot; /&gt;
    	&lt;script type=&quot;text/javascript&quot; src=&quot;../lib/jquery.js&quot;&gt;&lt;/script&gt;
    	&lt;script type=&quot;text/javascript&quot; src=&quot;../lib/chili-1.7.pack.js&quot;&gt;&lt;/script&gt;
    	&lt;script type=&quot;text/javascript&quot; src=&quot;../lib/jquery.easing.js&quot;&gt;&lt;/script&gt;
    	&lt;script type=&quot;text/javascript&quot; src=&quot;../lib/jquery.dimensions.js&quot;&gt;&lt;/script&gt;
    	&lt;script type=&quot;text/javascript&quot; src=&quot;../jquery.accordion.js&quot;&gt;&lt;/script&gt;
    
    	&lt;script type=&quot;text/javascript&quot;&gt;
    	jQuery().ready(function(){
    		// simple accordion with mouseover event
    		jQuery(&#39;#navigation&#39;).accordion({
    			active: false,
    			header: &#39;.head&#39;,
    			navigation: true,
    			event: &#39;mouseover&#39;,
    			fillSpace: true,
    			animated: &#39;easeslide&#39;
    		});
    	});
    	&lt;/script&gt;
    &lt;/head&gt;
    &lt;body&gt;
    &lt;div id=&quot;wrapper&quot;&gt;
        
    
    
    &lt;div id=&quot;navBar&quot;&gt;
    			&lt;ul id=&quot;navigation&quot;&gt;
    				&lt;li&gt;
    					&lt;a class=&quot;head&quot; href=&quot;?p=1&quot;&gt;About SfT&lt;/a&gt;
    					&lt;ul&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.1&quot;&gt;sub1&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.2&quot;&gt;sub2&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.3&quot;&gt;sub3&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.1&quot;&gt;sub4&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.2&quot;&gt;sub4.1&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.3&quot;&gt;sub4.2&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.4&quot;&gt;sub4.3&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.5&quot;&gt;sub5&lt;/a&gt;&lt;/li&gt;
    					&lt;/ul&gt; 
    				&lt;/li&gt;
    				&lt;li&gt;
    					&lt;a class=&quot;head&quot; href=&quot;?p=1.2&quot;&gt;Your Life&lt;/a&gt;
    					&lt;ul&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.2.1&quot;&gt;sub1&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.2.2&quot;&gt;sub2&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.2.3&quot;&gt;sub3&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.2.4&quot;&gt;sub4&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.2.5&quot;&gt;sub5&lt;/a&gt;&lt;/li&gt;
    					&lt;/ul&gt; 
    				&lt;/li&gt;
    				&lt;li&gt;
    					&lt;a class=&quot;head&quot; href=&quot;?p=1.3&quot;&gt;Your Health&lt;/a&gt;
    					&lt;ul&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=accordionTest2.html&quot;&gt;sub1&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.3.3&quot;&gt;sub2&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.3.4&quot;&gt;sub3&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.3.5&quot;&gt;sub4&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.3.6&quot;&gt;sub5&lt;/a&gt;&lt;/li&gt;
    					&lt;/ul&gt; 
    				&lt;/li&gt;
                    				&lt;li&gt;
    					&lt;a class=&quot;head&quot; href=&quot;?p=1.3&quot;&gt;Your Call&lt;/a&gt;
    					&lt;ul&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.1&quot;&gt;sub1&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.2&quot;&gt;sub2&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.3&quot;&gt;sub3&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.4&quot;&gt;sub4&lt;/a&gt;&lt;/li&gt;
    						&lt;li&gt;&lt;a href=&quot;?p=1.4.5&quot;&gt;sub5&lt;/a&gt;&lt;/li&gt;
    					&lt;/ul&gt; 
    				&lt;/li&gt;
    
    			&lt;/ul&gt;
    		&lt;/div&gt;
    	&lt;/div&gt; &lt;!--end wrapper--&gt;	
    	&lt;/body&gt;
    &lt;/html&gt;

This is the CSS:

        * { margin: 0; padding: 0; }
    body { margin: 0; padding: 0; font-size: small; color: #333 }
    
        
    
    
    #wrapper {
    	width:600px;
    	margin:0 auto;
    	padding-top:100px;
    	}
    
    #navBar { 
    	height:380px;
    	margin-bottom:1em;
    }
    
    #navigation {
    	margin:0px;
    	padding:0px;
    	text-indent:0px;
    	/*background-color:#EFEFEF;  sublists background color */
    	width:200px;
    }
    #navigation a.head { /* list header */
    	height: 40px;
    	cursor:pointer;
    	background: url(collapsed.gif) no-repeat scroll 3px 4px; /* list header bg color and img settings */
    	color:#999;
    	display:block;
    	font-weight:bold;
    	font-size: 22px;
    	margin:0px;
    	padding:0px;
    	text-indent:20px;
    	text-decoration: none;
    }
    #navigation a.head:hover {
    	color:#900;
    }
    #navigation a.selected {
    	background-image: url(expanded.gif);
    	color:#900;
    }
    #navigation a.current {
    	color: #F60;;
    	font-weight:bold;
    }
    #navigation ul {
    	margin:0px;
    	padding:0px;
    	text-indent:0px;
    }
    #navigation li {
    	list-style:none outside none; 
    	/*display:inline;*/
    	padding:5px 0 5px 0;
    }
    #navigation li li a {
    	color:#000000;
    	display:block;
    	font-size:16px;
    	text-indent:20px;
    	text-decoration: none;
    }
    #navigation li li a:hover { /* sublist hover state bg and color */
    	color:#F60;;
    	font-weight:bold;
    }

And this is the accordion plugin code:

        /*
     * jQuery UI Accordion 1.6
     * 
     * Copyright (c) 2007 J&#246;rn Zaefferer
     *
     * http://docs.jquery.com/UI/Accordion
     *
     * Dual licensed under the MIT and GPL licenses:
     *   http://www.opensource.org/licenses/mit-license.php
     *   http://www.gnu.org/licenses/gpl.html
     *
     * Revision: $Id: jquery.accordion.js 4876 2008-03-08 11:49:04Z joern.zaefferer $
     *
     */
    
    ;(function($) {
    	
    // If the UI scope is not available, add it
    $.ui = $.ui || {};
    
    $.fn.extend({
    	accordion: function(options, data) {
    		var args = Array.prototype.slice.call(arguments, 1);
    
    		return this.each(function() {
    			if (typeof options == &quot;string&quot;) {
    				var accordion = $.data(this, &quot;ui-accordion&quot;);
    				accordion[options].apply(accordion, args);
    			// INIT with optional options
    			} else if (!$(this).is(&quot;.ui-accordion&quot;))
    				$.data(this, &quot;ui-accordion&quot;, new $.ui.accordion(this, options));
    		});
    	},
    	// deprecated, use accordion(&quot;activate&quot;, index) instead
    	activate: function(index) {
    		return this.accordion(&quot;activate&quot;, index);
    	}
    });
    
    $.ui.accordion = function(container, options) {
    	
    	// setup configuration
    	this.options = options = $.extend({}, $.ui.accordion.defaults, options);
    	this.element = container;
    	
    	$(container).addClass(&quot;ui-accordion&quot;);
    	
    	if ( options.navigation ) {
    		var current = $(container).find(&quot;a&quot;).filter(options.navigationFilter);
    		if ( current.length ) {
    			if ( current.filter(options.header).length ) {
    				options.active = current;
    			} else {
    				options.active = current.parent().parent().prev();
    				current.addClass(&quot;current&quot;);
    			}
    		}
    	}
    	
    	// calculate active if not specified, using the first header
    	options.headers = $(container).find(options.header);
    	options.active = findActive(options.headers, options.active);
    
    	if ( options.fillSpace ) {
    		var maxHeight = $(container).parent().height();
    		options.headers.each(function() {
    			maxHeight -= $(this).outerHeight();
    		});
    		var maxPadding = 0;
    		options.headers.next().each(function() {
    			maxPadding = Math.max(maxPadding, $(this).innerHeight() - $(this).height());
    		}).height(maxHeight - maxPadding);
    	} else if ( options.autoheight ) {
    		var maxHeight = 0;
    		options.headers.next().each(function() {
    			maxHeight = Math.max(maxHeight, $(this).outerHeight());
    		}).height(maxHeight);
    	}
    
    	options.headers
    		.not(options.active || &quot;&quot;)
    		.next()
    		.hide();
    	options.active.parent().andSelf().addClass(options.selectedClass);
    	
    	if (options.event)
    		$(container).bind((options.event) + &quot;.ui-accordion&quot;, clickHandler);
    };
    
    $.ui.accordion.prototype = {
    	activate: function(index) {
    		// call clickHandler with custom event
    		clickHandler.call(this.element, {
    			target: findActive( this.options.headers, index )[0]
    		});
    	},
    	
    	enable: function() {
    		this.options.disabled = false;
    	},
    	disable: function() {
    		this.options.disabled = true;
    	},
    	destroy: function() {
    		this.options.headers.next().css(&quot;display&quot;, &quot;&quot;);
    		if ( this.options.fillSpace || this.options.autoheight ) {
    			this.options.headers.next().css(&quot;height&quot;, &quot;&quot;);
    		}
    		$.removeData(this.element, &quot;ui-accordion&quot;);
    		$(this.element).removeClass(&quot;ui-accordion&quot;).unbind(&quot;.ui-accordion&quot;);
    	}
    }
    
    function scopeCallback(callback, scope) {
    	return function() {
    		return callback.apply(scope, arguments);
    	};
    }
    
    function completed(cancel) {
    	// if removed while animated data can be empty
    	if (!$.data(this, &quot;ui-accordion&quot;))
    		return;
    	var instance = $.data(this, &quot;ui-accordion&quot;);
    	var options = instance.options;
    	options.running = cancel ? 0 : --options.running;
    	if ( options.running )
    		return;
    	if ( options.clearStyle ) {
    		options.toShow.add(options.toHide).css({
    			height: &quot;&quot;,
    			overflow: &quot;&quot;
    		});
    	}
    	$(this).triggerHandler(&quot;change.ui-accordion&quot;, [options.data], options.change);
    }
    
    function toggle(toShow, toHide, data, clickedActive, down) {
    	var options = $.data(this, &quot;ui-accordion&quot;).options;
    	options.toShow = toShow;
    	options.toHide = toHide;
    	options.data = data;
    	var complete = scopeCallback(completed, this);
    	
    	// count elements to animate
    	options.running = toHide.size() == 0 ? toShow.size() : toHide.size();
    	
    	if ( options.animated ) {
    		if ( !options.alwaysOpen &amp;&amp; clickedActive ) {
    			$.ui.accordion.animations[options.animated]({
    				toShow: jQuery([]),
    				toHide: toHide,
    				complete: complete,
    				down: down,
    				autoheight: options.autoheight
    			});
    		} else {
    			$.ui.accordion.animations[options.animated]({
    				toShow: toShow,
    				toHide: toHide,
    				complete: complete,
    				down: down,
    				autoheight: options.autoheight
    			});
    		}
    	} else {
    		if ( !options.alwaysOpen &amp;&amp; clickedActive ) {
    			toShow.toggle();
    		} else {
    			toHide.hide();
    			toShow.show();
    		}
    		complete(true);
    	}
    }
    
    function clickHandler(event) {
    	var options = $.data(this, &quot;ui-accordion&quot;).options;
    	if (options.disabled)
    		return false;
    	
    	// called only when using activate(false) to close all parts programmatically
    	if ( !event.target &amp;&amp; !options.alwaysOpen ) {
    		options.active.parent().andSelf().toggleClass(options.selectedClass);
    		var toHide = options.active.next(),
    			data = {
    				instance: this,
    				options: options,
    				newHeader: jQuery([]),
    				oldHeader: options.active,
    				newContent: jQuery([]),
    				oldContent: toHide
    			},
    			toShow = options.active = $([]);
    		toggle.call(this, toShow, toHide, data );
    		return false;
    	}
    	// get the click target
    	var clicked = $(event.target);
    	
    	// due to the event delegation model, we have to check if one
    	// of the parent elements is our actual header, and find that
    	if ( clicked.parents(options.header).length )
    		while ( !clicked.is(options.header) )
    			clicked = clicked.parent();
    	
    	var clickedActive = clicked[0] == options.active[0];
    	
    	// if animations are still active, or the active header is the target, ignore click
    	if (options.running || (options.alwaysOpen &amp;&amp; clickedActive))
    		return false;
    	if (!clicked.is(options.header))
    		return;
    
    	// switch classes
    	options.active.parent().andSelf().toggleClass(options.selectedClass);
    	if ( !clickedActive ) {
    		clicked.parent().andSelf().addClass(options.selectedClass);
    	}
    
    	// find elements to show and hide
    	var toShow = clicked.next(),
    		toHide = options.active.next(),
    		//data = [clicked, options.active, toShow, toHide],
    		data = {
    			instance: this,
    			options: options,
    			newHeader: clicked,
    			oldHeader: options.active,
    			newContent: toShow,
    			oldContent: toHide
    		},
    		down = options.headers.index( options.active[0] ) &gt; options.headers.index( clicked[0] );
    	
    	options.active = clickedActive ? $([]) : clicked;
    	toggle.call(this, toShow, toHide, data, clickedActive, down );
    
    	return false;
    };
    
    function findActive(headers, selector) {
    	return selector != undefined
    		? typeof selector == &quot;number&quot;
    			? headers.filter(&quot;:eq(&quot; + selector + &quot;)&quot;)
    			: headers.not(headers.not(selector))
    		: selector === false
    			? $([])
    			: headers.filter(&quot;:eq(0)&quot;);
    }
    
    $.extend($.ui.accordion, {
    	defaults: {
    		selectedClass: &quot;selected&quot;,
    		alwaysOpen: true,
    		animated: &#39;slide&#39;,
    		event: &quot;click&quot;,
    		header: &quot;a&quot;,
    		autoheight: true,
    		running: 0,
    		navigationFilter: function() {
    			return this.href.toLowerCase() == location.href.toLowerCase();
    		}
    	},
    	animations: {
    		slide: function(options, additions) {
    			options = $.extend({
    				easing: &quot;swing&quot;,
    				duration: 300
    			}, options, additions);
    			if ( !options.toHide.size() ) {
    				options.toShow.animate({height: &quot;show&quot;}, options);
    				return;
    			}
    			var hideHeight = options.toHide.height(),
    				showHeight = options.toShow.height(),
    				difference = showHeight / hideHeight;
    			options.toShow.css({ height: 0, overflow: &#39;hidden&#39; }).show();
    			options.toHide.filter(&quot;:hidden&quot;).each(options.complete).end().filter(&quot;:visible&quot;).animate({height:&quot;hide&quot;},{
    				step: function(now) {
    					var current = (hideHeight - now) * difference;
    					if ($.browser.msie || $.browser.opera) {
    						current = Math.ceil(current);
    					}
    					options.toShow.height( current );
    				},
    				duration: options.duration,
    				easing: options.easing,
    				complete: function() {
    					if ( !options.autoheight ) {
    						options.toShow.css(&quot;height&quot;, &quot;auto&quot;);
    					}
    					options.complete();
    				}
    			});
    		},
    		bounceslide: function(options) {
    			this.slide(options, {
    				easing: options.down ? &quot;bounceout&quot; : &quot;swing&quot;,
    				duration: options.down ? 1000 : 200
    			});
    		},
    		easeslide: function(options) {
    			this.slide(options, {
    				easing: &quot;easeinout&quot;,
    				duration: 700
    			})
    		}
    	}
    });
    
    })(jQuery);

",2011-09-21 23:39:39
83,How can liquibase banner be turned off in spring boot?,"I am setting up liquibase in a spring boot app. On app startup liquibase overrides default spring boot banner and shows a liquibase banner:

    ####################################################
    ##   _     _             _ _                      ##
    ##  | |   (_)           (_) |                     ##
    ##  | |    _  __ _ _   _ _| |__   __ _ ___  ___   ##
    ##  | |   | |/ _` | | | | | &#39;_ \ / _` / __|/ _ \  ##
    ##  | |___| | (_| | |_| | | |_) | (_| \__ \  __/  ##
    ##  \_____/_|\__, |\__,_|_|_.__/ \__,_|___/\___|  ##
    ##              | |                               ##
    ##              |_|                               ##
    ##                                                ## 
    ##  Get documentation at docs.liquibase.com       ##
    ##  Get certified courses at learn.liquibase.com  ## 
    ##  Get advanced features and support at          ##
    ##      liquibase.com/support                     ##
    ##                                                ##
    ####################################################

How can I go back to default spring boot banner? I know that I can disable banners in spring boot, load a banner from a file, but I believe I should be able to explictly tell liquibase to stop showing it&#39;s banner.
",2020-10-28 12:27:46
84,Redirecting to an external website in React,"I&#39;m having an issue making a link to an external page in React.

My app uses react-router-dom and i have my App.js like this:
```
function App() {
  return (
    &lt;Provider store={store}&gt;
      &lt;ReactReduxFirebaseProvider {...rrfProps}&gt;
        &lt;div className=&quot;App my-content&quot;&gt;
          &lt;Router&gt;
            &lt;Header /&gt;
            &lt;Switch&gt;
              &lt;Route exact path=&quot;/&quot; component={Home} /&gt;
              &lt;Route exact path=&quot;/accommodations&quot; component={Accommodations} /&gt;
              &lt;Route exact path=&quot;/rentals&quot; component={RentalServices} /&gt;
              &lt;Route exact path=&quot;/tours&quot; component={DailyTours} /&gt;
              &lt;Route exact path=&quot;/contacts&quot; component={ContactUs} /&gt;
              &lt;Route
                exact
                path=&quot;/editaccommodations&quot;
                component={EditAccommodations}
              /&gt;
              &lt;Route
                exact
                path=&quot;/addaccommodation&quot;
                component={AddAccommodation}
              /&gt;
              &lt;Route
                exact
                path=&quot;/accommodations/:id&quot;
                component={AccommodationPage}
              /&gt;
              &lt;Route component={NotFound} /&gt;
            &lt;/Switch&gt;
            &lt;Footer /&gt;
          &lt;/Router&gt;
        &lt;/div&gt;
      &lt;/ReactReduxFirebaseProvider&gt;
    &lt;/Provider&gt;
  );
}
```

In my `AccommodationPage` i have a link to an external page 
```
&lt;ul className=&quot;booking-sites p-0&quot;&gt;
  {accommodations &amp;&amp; accommodation.bookings.map((booking, index) =&gt; {
    return (
      &lt;li key={index} className=&quot;booking-method&quot;&gt;
        &lt;a href={booking.link} className=&quot;booking-link&quot;&gt;
          &lt;img
            src={booking.logo}
            alt={`booking method ${index}`}
            className=&quot;booking-icon&quot;
          /&gt;
        &lt;/a&gt;
      &lt;/li&gt;
    );
  })}
&lt;/ul&gt;
```

`booking.link` is for example &quot;www.foo.com&quot;


When i click on the link, instead of opening &quot;www.foo.com&quot; it opens &quot;http://localhost:3000/accommodations/www.foo.com&quot;",2020-11-15 12:38:01
85,how to check old $scope before navigating away?,"I&#39;m trying to prevent navigation from a page when the data is not saved yet. So I added

    $scope.$on(&#39;$locationChangeStart&#39;, function(event, next, current) {
        console.log(&#39;location change. scope.id &#39; + $scope.$id);
        // here comes the interesting code
    });

I&#39;ve read other answers suggesting $stateChangeStart, but that got me nowhere. I tried the same with $stateChangeStart and $routeChangeStart, but none of those events ever occured when I click a link or use my browser&#39;s back or forward button. 

But my problem with the above implementation: it&#39;s already in the new scope. When I debug it, I notice that the $scope.$id is the id of the scope I&#39;m navigating to and not the $scope.$id I&#39;m navigating away from. But I need to run checks in my old scope and actually stay there in certain cases.

Do I need to react on a different event? Or listen on the event in rootScope? Or something completely different?

AngularJS v1.4.7
angular-ui-router v1.0.23",2020-11-15 18:33:03
86,Html Contenteditable How can I delete the highlight post?,"[enter image description here][1]


My project is on github. You can have a look.

[https://github.com/yessGlory17/blog-editor][2]


  [1]: https://i.stack.imgur.com/ctC3a.jpg
  [2]: https://github.com/yessGlory17/blog-editor




&lt;!-- begin snippet: js hide: false console: true babel: false --&gt;

&lt;!-- language: lang-js --&gt;

    $(&quot;.select-text-box-highlighter-button&quot;).click(function(e) {
      //alert();
      //e.preventDefault();
      if (document.execCommand(&quot;HiliteColor&quot;, false, &quot;#FFFC33&quot;)) {
        document.execCommand(&quot;HiliteColor&quot;, false, &quot;#FFFC33&quot;);
      }


    });

&lt;!-- language: lang-html --&gt;

    &lt;script src=&quot;https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js&quot;&gt;&lt;/script&gt;
    &lt;div class=&quot;content&quot; contenteditable=&quot;true&quot;&gt;
      aişsldiaşsldisaşldişasld
    &lt;/div&gt;

    &lt;button class=&quot;select-text-box-highlighter-button&quot;&gt; Highlight &lt;/button&gt;

&lt;!-- end snippet --&gt;

",2020-11-15 18:29:21
87,getting single User from get in JPA with parameter,"I want to get a User in a H2 database with JPA, But when I call my method I get an `ConverterNotFoundException`. How can I get an single User based on the String (Email) I pass in the parameters on get?

My controller:

     @GetMapping(&quot;/{email}&quot;)
        public UserDTO getUser(@PathVariable String email) {
            return userService.getByEmail(email);
        }

My UserService (the get on ID works):
 

     public UserDTO get(final Long id) {
            return userRepository.findById(id)
                    .map(user -&gt; mapToDTO(user, new UserDTO()))
                    .orElseThrow(CustomNotFoundException::new);
        }
    
        public UserDTO getByEmail(String email) {
            return userRepository.findByEmail(email);
        }

My UserRepository:

    public interface UserRepository extends JpaRepository&lt;User, Long&gt; {
        // add custom queries here
        
        // tried this one but same problem
        @Query(&quot;select r from User r where r.email = :email&quot;)
        UserDTO findOneByMail(@Param(&quot;email&quot;) String searchTerm);
    
        UserDTO findByEmail(String email);
    }",2020-11-15 18:38:21
88,How do I get the application data path in Windows using C++?,"I looked all over the internet and there doesn&#39;t seem to be a decent solution that I could find. I want to be able to programmatically in C++ obtain the path &quot;%ALLUSERSPROFILE%\Application Data&quot; that explorer can translate into a real path.

Can I do this without relying on third-party code?",2010-05-24 20:46:04
89,Save Lambda&#39;s Progress if something went wrong,"I&#39;m trying to use geopy on a list of addresses with ```pandas``` and ```lambda```, but if connection is lost I&#39;ll lose all the progress, is there a way to somehow save it so if something went wrong in the middle of the procedure I can just continue from where I&#39;ve stopped? 
that&#39;s the line I&#39;m using, it&#39;s a very basic line

    df.output = df.Address.apply(lambda x: geolocator.geocode(x,timeout=30,language=&quot;en&quot;)).apply(lambda x: x.raw))",2020-11-15 17:13:17
